container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
QXKP9830424,YOSU,TS,change,2023,17,7B,29,1,4,7B,,,,999,F,45,252,2023-04-06 15:21:37
NQME8923059,XQHP,TS,change,2023,21,8B,9,4,5,8B,,,,999,F,45,256,2023-04-06 15:20:03
RRVG1957120,TPCT,TS,change,2023,22,7B,29,1,3,7B,,,,999,F,45,252,2023-04-06 15:23:42
CZPP8406428,YOSU,TS,change,2023,17,7C,29,8,3,7C,,,,999,F,45,253,2023-04-06 15:20:53
RUGS1111118,XQHP,GD,unload,2023,21,8D,22,6,2,8D,,,,999,F,22,258,2023-04-06 15:21:15
AMIZ1251535,JKPF,TS,change,2023,17,8B,9,4,4,8B,,,,999,F,45,256,2023-04-06 15:23:02
GXKM7705325,UXAF,TS,change,2023,15,8D,2,1,3,8D,,,,999,F,22,254,2023-04-06 15:23:10
PNTU5082575,TPCT,TS,change,2023,22,7B,29,1,2,7B,,,,999,F,45,252,2023-04-06 15:23:36
RVAW9025141,SSFG,TS,change,2023,21,8B,9,4,3,8B,,,,999,F,45,256,2023-04-06 15:24:46
OXKE6938034,XQHP,GD,unload,2023,21,8D,20,9,3,8D,,,,999,F,22,258,2023-04-06 15:24:13
XYUZ5220911,YOSU,TS,change,2023,17,7C,29,8,2,7C,,,,999,F,45,253,2023-04-06 15:24:54
MEDV2543171,IYDE,TS,change,2023,12,8A,21,9,5,8A,,,,999,F,45,255,2023-04-06 15:26:43
FVCS6715933,BWIK,GD,unload,2023,19,8B,9,4,2,8B,,,,999,F,45,256,2023-04-06 15:27:07
BJXD9318861,TPCT,GD,unload,2023,22,7B,29,1,1,7B,,,,999,F,45,252,2023-04-06 15:27:32
EKGQ0339475,RZSG,GD,unload,2023,29,8D,19,5,3,8D,,,,999,F,22,258,2023-04-06 15:30:41
LIOV0691895,RZSG,GD,unload,2023,29,8D,2,1,2,8D,,,,999,F,22,254,2023-04-06 15:29:42
MOTJ3863648,RMOD,GD,unload,2023,14,7C,29,8,1,7C,,,,999,F,45,253,2023-04-06 15:28:17
GVKL4322467,TWYM,TS,change,2023,15,8D,16,6,3,8D,,,,999,F,22,258,2023-04-06 15:29:46
JBIT9459249,NULK,TS,change,2023,15,8B,17,8,5,8B,,,,999,F,45,256,2023-04-06 15:27:48
GVKL4322467,TWYM,TS,change,2023,15,8D,16,8,2,8D,,,,999,F,22,258,2023-04-06 15:29:17
WBIT6449292,ZKIE,GD,unload,2023,21,8A,21,9,4,8A,,,,999,F,45,255,2023-04-06 15:29:25
CKVS6791558,MZPH,TS,change,2023,17,8D,2,7,3,8D,,,,999,F,22,254,2023-04-06 15:30:54
LQOI5312728,RZSG,TS,change,2023,29,7C,29,3,3,7C,,,,999,F,45,253,2023-04-06 15:30:08
WJVY5949856,YOSU,GD,unload,2023,17,7B,27,6,5,7B,,,,999,F,45,252,2023-04-06 15:31:33
TYLY7697164,AIYA,GD,unload,2023,18,8D,16,6,2,8D,,,,999,F,22,258,2023-04-06 15:33:01
UEWI0750653,RZSG,TS,change,2023,29,8A,19,7,5,8A,,,,999,F,45,255,2023-04-06 15:32:25
VJMX3106218,YOSU,GD,unload,2023,17,8B,17,8,4,8B,,,,999,F,45,256,2023-04-06 15:32:18
STKB2308779,UXAF,TS,change,2023,15,7B,23,2,4,7B,,,,999,F,45,252,2023-04-06 15:33:27
LGSW9004105,MZPH,GD,unload,2023,17,8D,2,7,2,8D,,,,999,F,22,254,2023-04-06 15:34:22
HWGG0791593,YOSU,GD,unload,2023,17,7C,29,3,2,7C,,,,999,F,45,253,2023-04-06 15:34:39
QJLQ5042834,AIYA,GD,unload,2023,18,8D,17,9,2,8D,,,,999,F,22,258,2023-04-06 15:35:14
IYPA1980568,MDHF,TS,change,2023,25,7B,23,2,3,7B,,,,999,F,45,252,2023-04-06 15:33:59
ZDQN1470449,TPCT,GD,unload,2023,22,8A,19,5,3,8A,,,,999,F,45,255,2023-04-06 15:35:24
OSON4010544,IYDE,TS,change,2023,12,7A,27,1,5,7A,,,,999,F,45,251,2023-04-06 15:38:22
CMON7710768,MZPH,GD,unload,2023,17,8D,2,7,1,8D,,,,999,F,22,254,2023-04-06 15:35:10
YNXI9906745,SSFG,GD,unload,2023,23,8B,27,4,4,8B,,,,999,F,45,256,2023-04-06 15:36:34
HRQU7247669,AIYA,GD,unload,2023,18,8D,23,2,1,8D,,,,999,F,22,258,2023-04-06 15:37:49
AOGK2102985,YOSU,GD,unload,2023,17,7A,27,8,5,7A,,,,999,F,45,251,2023-04-06 15:40:17
HAHR7320203,RRPF,TS,change,2023,22,8A,19,7,4,8A,,,,999,F,45,255,2023-04-06 15:37:15
JWGR7236584,YOSU,GD,unload,2023,17,8C,13,9,3,8C,,,,999,F,22,257,2023-04-06 15:38:31
SHEE7964516,ESQU,TS,change,2023,21,7C,13,4,5,7C,,,,999,F,45,253,2023-04-06 15:39:09
NONC1169292,MZPH,TS,change,2023,17,8D,2,9,3,8D,,,,999,F,22,254,2023-04-06 15:38:12
XMUG3590935,PNFY,GD,unload,2023,20,7B,23,2,2,7B,,,,999,F,45,252,2023-04-06 15:38:40
WKAS3266075,YOSU,TS,change,2023,17,7A,27,1,4,7A,,,,999,F,45,251,2023-04-06 15:39:12
MESK8197733,MPFG,TS,change,2023,17,7C,13,4,4,7C,,,,999,F,45,253,2023-04-06 15:40:04
DJES6362953,YOSU,TS,change,2023,17,8D,29,8,3,8D,,,,999,F,22,258,2023-04-06 15:40:54
KFJE6708924,SSFG,TS,change,2023,23,8A,19,8,4,8A,,,,999,F,45,255,2023-04-06 15:39:56
VQLK7773604,MZPH,TS,change,2023,18,8D,2,9,2,8D,,,,999,F,22,254,2023-04-06 15:40:35
TPSK3639981,YOSU,TS,change,2023,17,8D,29,8,2,8D,,,,999,F,22,258,2023-04-06 15:39:36
AFHX6792173,TDZS,TS,change,2023,14,7C,13,4,3,7C,,,,999,F,45,253,2023-04-06 15:40:11
LGKY1125164,SSFG,GD,unload,2023,23,8C,10,9,3,8C,,,,999,F,22,257,2023-04-06 15:42:15
VWXC5586181,YOSU,GD,unload,2023,17,8D,29,8,1,8D,,,,999,F,22,258,2023-04-06 15:46:02
LCHB4838717,NJLM,GD,unload,2023,39,8B,3,5,3,8B,,,,999,F,45,256,2023-04-06 15:41:02
HPGQ0351076,PNFY,GD,unload,2023,19,8D,2,9,1,8D,,,,999,F,22,254,2023-04-06 15:42:53
LSSQ3527092,JKPF,GD,unload,2023,16,8A,19,8,3,8A,,,,999,F,45,255,2023-04-06 15:43:51
CHUC5275271,CQFG,TS,change,2023,31,7C,13,4,2,7C,,,,999,F,45,253,2023-04-06 15:42:53
OYJH6436420,YOSU,GD,unload,2023,17,7B,29,6,5,7B,,,,999,F,45,252,2023-04-06 15:43:37
MXGA6009125,UXAF,TS,change,2023,15,7A,15,4,5,7A,,,,999,F,45,251,2023-04-06 15:47:32
JJCA2939143,YOSU,TS,change,2023,17,8C,22,5,2,8C,,,,999,F,22,257,2023-04-06 15:46:42
IHFW8091124,YOSU,TS,change,2023,17,8D,31,3,3,8D,,,,999,F,22,258,2023-04-06 15:45:10
KNPV7413368,ESQU,TS,change,2023,21,8A,19,9,4,8A,,,,999,F,45,255,2023-04-06 15:46:17
JLOS1184711,BWIK,GD,unload,2023,19,7C,13,4,1,7C,,,,999,F,45,253,2023-04-06 15:46:29
SUSV4172157,RMOD,TS,change,2023,14,8B,13,9,1,8B,,,,999,F,45,256,2023-04-06 15:47:10
XOAS4291608,SSFG,TS,change,2023,23,8D,1,5,3,8D,,,,999,F,22,254,2023-04-06 15:46:50
KTSU2941663,IYDE,TS,change,2023,12,7A,13,2,5,7A,,,,999,F,45,251,2023-04-06 15:46:25
IXFL1191937,KMXV,TS,change,2023,23,7B,21,1,4,7B,,,,999,F,45,252,2023-04-06 15:45:47
EKZR2260541,SSFG,TS,change,2023,23,8D,1,5,2,8D,,,,999,F,22,254,2023-04-06 15:48:06
FPUS2791613,LRBX,TS,change,2023,23,8B,13,6,5,8B,,,,999,F,45,256,2023-04-06 15:48:45
MLBO6627208,YOSU,GD,unload,2023,17,8C,22,5,1,8C,,,,999,F,22,257,2023-04-06 15:48:38
USAM6037418,YOSU,GD,unload,2023,17,8D,31,3,2,8D,,,,999,F,22,258,2023-04-06 15:47:19
BYCF1045553,YOSU,TS,change,2023,17,7B,21,1,3,7B,,,,999,F,45,252,2023-04-06 15:47:05
DUZC6611106,TWYM,TS,change,2023,15,8A,9,4,5,8A,,,,999,F,45,255,2023-04-06 15:47:19
AAQH7163945,SKBN,GD,unload,2023,22,7C,15,1,5,7C,,,,999,F,45,253,2023-04-06 15:49:36
YUTU2994400,RMOD,TS,change,2023,14,8B,13,6,4,8B,,,,999,F,45,256,2023-04-06 15:57:49
LBAE1129349,SSFG,GD,unload,2023,23,8D,1,5,1,8D,,,,999,F,22,254,2023-04-06 15:51:14
GAAG6689264,TWYM,TS,change,2023,15,8A,9,4,4,8A,,,,999,F,45,255,2023-04-06 15:49:05
QWLL8971598,UXAF,GD,unload,2023,15,7A,13,2,4,7A,,,,999,F,45,251,2023-04-06 15:50:42
EQHQ0461755,UZBS,GD,unload,2023,15,7B,21,1,2,7B,,,,999,F,45,252,2023-04-06 15:51:18
PJDK9927607,TDJI,TS,change,2023,16,7A,15,4,4,7A,,,,999,F,45,251,2023-04-06 15:52:59
IRAF6327365,UGAO,GD,unload,2023,19,8B,13,6,3,8B,,,,999,F,45,256,2023-04-06 15:53:17
RIEL7519948,TWYM,GD,unload,2023,15,8D,16,3,3,8D,,,,999,F,22,258,2023-04-06 15:52:57
VYST6773190,SKBN,GD,unload,2023,22,8A,9,4,3,8A,,,,999,F,45,255,2023-04-06 15:53:00
ZJUZ7102252,YOSU,GD,unload,2023,17,7C,17,4,4,7C,,,,999,F,45,253,2023-04-06 15:52:13
RJAC6296994,RMOD,TS,change,2023,14,7A,15,4,3,7A,,,,999,F,45,251,2023-04-06 15:54:49
PNTU5082575,TPCT,TS,change,2023,22,7B,29,5,3,7B,,,,999,F,45,252,2023-04-06 15:52:47
NHBH1148763,YOSU,TS,change,2023,17,8A,9,6,5,8A,,,,999,F,45,255,2023-04-06 15:55:35
XXQI4769677,SKBN,TS,change,2023,20,7A,15,4,2,7A,,,,999,F,45,251,2023-04-06 15:54:45
PMCK2941524,MDHF,TS,change,2023,25,8B,13,5,5,8B,,,,999,F,45,256,2023-04-06 15:57:10
NIFB8029383,UXAF,VL,unload,2023,15,7D,28,7,2,7D,,,,353,F,22,254,2023-04-06 15:58:33
ZMGG0899251,JIAP,TS,change,2023,23,7B,29,5,2,7B,,,,999,F,45,252,2023-04-06 16:02:42
MYAI1109922,AIYA,GD,unload,2023,16,8D,6,2,2,8D,,,,999,F,22,258,2023-04-06 15:57:47
ONAC0370945,JTRC,TS,change,2023,15,8A,9,6,4,8A,,,,999,F,45,255,2023-04-06 15:59:35
HYTC4387341,UGAO,TS,change,2023,19,7C,31,6,3,7C,,,,999,F,45,253,2023-04-06 15:57:56
TTPJ1413398,JTRC,GD,unload,2023,15,8D,5,4,2,8D,,,,999,F,22,258,2023-04-06 15:58:07
BORZ9905416,YOSU,GD,unload,2023,16,7A,15,4,1,7A,,,,999,F,45,251,2023-04-06 15:57:30
QOYW7645214,UGAO,GD,unload,2023,19,8B,13,5,4,8B,,,,999,F,45,256,2023-04-06 16:00:47
RGXT9962490,UGAO,GD,unload,2023,19,8A,9,6,3,8A,,,,999,F,45,255,2023-04-06 15:59:51
TBZU8275313,AMXM,GD,unload,2023,15,7B,29,5,1,7B,,,,999,F,45,252,2023-04-06 16:01:52
LGRN8191991,GNOR,GD,unload,2023,16,7D,31,4,1,7D,,,,999,F,22,254,2023-04-06 16:01:41
HPTZ2506377,UGAO,GD,unload,2023,19,7C,31,6,2,7C,,,,999,F,45,253,2023-04-06 16:00:59
OEWF1131883,LRBX,TS,change,2023,23,8C,7,8,3,8C,,,,999,F,22,257,2023-04-06 15:59:58
FPJQ3056288,QSAT,TS,change,2023,29,7D,38,9,3,7D,,,,999,F,22,258,2023-04-06 16:01:37
FPJQ3056288,QSAT,TS,change,2023,29,7D,38,6,1,7D,,,,999,F,22,258,2023-04-06 16:00:21
ORYG9183249,UXAF,TS,change,2023,15,7B,31,4,5,7B,,,,999,F,45,252,2023-04-06 16:01:20
POIV2577366,YZCI,TS,change,2023,19,7D,29,2,3,7D,,,,999,F,22,254,2023-04-06 16:02:40
KNYY0831335,SSFG,TS,change,2023,23,7C,29,5,3,7C,,,,999,F,45,253,2023-04-06 16:01:56
BARM9627552,GMQD,TS,change,2023,15,7D,38,9,2,7D,,,,999,F,22,258,2023-04-06 16:01:54
BARM9627552,GMQD,TS,change,2023,15,7D,38,6,1,7D,,,,999,F,22,258,2023-04-06 16:03:30
IAJT2773503,SSFG,GD,unload,2023,23,8B,27,2,3,8B,,,,999,F,45,256,2023-04-06 16:03:36
MEDV2543171,IYDE,TS,change,2023,12,8A,21,3,1,8A,,,,999,F,45,255,2023-04-06 16:03:40
AEWU9413832,XQHP,GD,unload,2023,21,8C,7,8,2,8C,,,,999,F,22,257,2023-04-06 16:03:31
ZSOF6826780,ODLQ,TS,change,2023,29,7B,31,4,4,7B,,,,999,F,45,252,2023-04-06 16:02:57
HBPW3616284,PNFY,GD,unload,2023,20,7D,38,9,1,7D,,,,999,F,22,258,2023-04-06 16:10:45
COPT7616068,SSFG,TS,change,2023,23,7C,29,6,3,7C,,,,999,F,45,253,2023-04-06 16:05:53
OPPN6098689,ZKIE,TS,change,2023,21,7D,29,2,2,7D,,,,999,F,22,254,2023-04-06 16:04:50
UWAT8786277,YOSU,GD,unload,2023,17,7A,27,1,3,7A,,,,999,F,45,251,2023-04-06 16:07:16
RLQY4238325,SSFG,TS,change,2023,23,7B,31,4,3,7B,,,,999,F,45,252,2023-04-06 16:06:18
SUZM4754971,ZKIE,TS,change,2023,21,8A,21,6,5,8A,,,,999,F,45,255,2023-04-06 16:05:21
ADOO7365693,ZKIE,GD,unload,2023,21,7D,29,2,1,7D,,,,999,F,22,254,2023-04-06 16:06:11
HBFF7692717,IYDE,TS,change,2023,12,7A,27,3,5,7A,,,,999,F,45,251,2023-04-06 16:12:08
ROSE3790853,SSFG,TS,change,2023,23,7B,31,4,2,7B,,,,999,F,45,252,2023-04-06 16:09:21
SZHT7101707,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,307,F,45,253,2023-04-06 16:08:41
LWYK3833703,AMXM,TS,change,2023,15,8A,21,6,4,8A,,,,999,F,45,255,2023-04-06 16:15:10
XBVC0809336,UXAF,TS,change,2023,15,7A,27,3,4,7A,,,,999,F,45,251,2023-04-06 16:07:16
XFWI3488055,SKBN,VU,load,2023,23,8B,27,0,0,8B,,,,366,F,45,256,2023-04-06 16:10:26
TQXO8776643,YZCI,TS,change,2023,19,7D,28,5,3,7D,,,,999,F,22,258,2023-04-06 16:10:03
JDQO4581903,PWBV,TS,change,2023,15,7D,17,9,3,7D,,,,999,F,22,254,2023-04-06 16:11:13
TQXO8776643,YZCI,TS,change,2023,19,7D,28,4,1,7D,,,,999,F,22,258,2023-04-06 16:08:54
ACRI5660427,SSFG,TS,change,2023,23,7C,29,6,2,7C,,,,999,F,45,253,2023-04-06 16:10:30
JFBY5998767,YOSU,GD,unload,2023,17,7B,31,4,1,7B,,,,999,F,45,252,2023-04-06 16:10:27
RYZT5154234,ORGJ,TS,change,2023,23,7A,27,3,3,7A,,,,999,F,45,251,2023-04-06 16:12:22
DYJI8133970,XQHP,TS,change,2023,21,7D,28,5,2,7D,,,,999,F,22,258,2023-04-06 16:11:24
HSQB9713377,JKPF,TS,change,2023,14,7D,17,9,2,7D,,,,999,F,22,254,2023-04-06 16:13:30
XSUU1889895,UXAF,TS,change,2023,15,8A,27,3,5,8A,,,,999,F,45,255,2023-04-06 16:14:15
FZQB2403527,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,384,F,45,253,2023-04-06 16:12:29
GBWV6222382,XQHP,GD,unload,2023,21,7D,28,5,1,7D,,,,999,F,22,258,2023-04-06 16:22:25
ISSK1043622,XQHP,GD,unload,2023,21,7A,27,3,2,7A,,,,999,F,45,251,2023-04-06 16:12:01
LFMY8438719,YOSU,TS,change,2023,17,8B,19,2,4,8B,,,,999,F,45,256,2023-04-06 16:12:13
HUUE3699626,GMQD,GD,unload,2023,14,7D,17,9,1,7D,,,,999,F,22,254,2023-04-06 16:13:20
VGVX9176241,JKPF,TS,change,2023,16,7B,15,8,5,7B,,,,999,F,45,252,2023-04-06 16:16:05
TKPC1649942,ZKIE,GD,unload,2023,21,8A,27,3,4,8A,,,,999,F,45,255,2023-04-06 16:14:48
ZXTK8587559,GMQD,TS,change,2023,15,8B,19,2,3,8B,,,,999,F,45,256,2023-04-06 16:14:57
LMJF4073888,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,352,F,45,253,2023-04-06 16:16:10
JRPJ4306152,TWYM,TS,change,2023,15,7D,30,1,3,7D,,,,999,F,22,258,2023-04-06 16:16:56
QWXZ7428408,JIAP,TS,change,2023,23,7B,15,8,4,7B,,,,999,F,45,252,2023-04-06 16:15:26
LYMH1207854,KMPN,TS,change,2023,27,7C,29,6,1,7C,,,,999,F,45,253,2023-04-06 16:19:22
ZLHQ8761749,TWYM,TS,change,2023,15,7D,30,1,2,7D,,,,999,F,22,258,2023-04-06 16:17:23
YPPH1371797,TWYM,GD,unload,2023,15,7D,16,9,2,7D,,,,999,F,22,254,2023-04-06 16:21:23
SWQC0104386,MZPH,VU,load,2023,19,7A,27,0,0,7A,,,,310,F,45,251,2023-04-06 16:18:11
MKNG1919008,TWYM,GD,unload,2023,15,8B,19,2,2,8B,,,,999,F,43,256,2023-04-06 16:16:43
TMFH1643642,JTRC,GD,unload,2023,15,7B,15,8,3,7B,,,,999,F,45,252,2023-04-06 16:18:21
SEQI2516514,PWBV,GD,unload,2023,15,7D,30,1,1,7D,,,,999,F,22,258,2023-04-06 16:19:39
EYFC7927443,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,382,F,45,253,2023-04-06 16:20:19
FYXF5060668,UXAF,TS,change,2023,15,7D,14,7,2,7D,,,,999,F,22,254,2023-04-06 16:18:31
OXNN6065810,UXAF,TS,change,2023,15,8C,5,6,3,8C,,,,999,F,22,257,2023-04-06 16:20:41
LDYF3568404,SKBN,VU,load,2023,23,8B,17,0,0,8B,,,,322,F,45,256,2023-04-06 16:24:32
IGMP5127925,ESQU,TS,change,2023,21,7C,23,6,5,7C,,,,999,F,45,253,2023-04-06 16:20:54
AHPW1731029,GPGW,TS,change,2023,17,8D,1,7,3,8D,,,,999,F,22,258,2023-04-06 16:21:27
LUHJ5395631,YOSU,TS,change,2023,17,8C,5,6,2,8C,,,,999,F,22,257,2023-04-06 16:23:05
SBOR1773694,UXAF,GD,unload,2023,15,7D,14,7,1,7D,,,,999,F,22,254,2023-04-06 16:23:01
KATB6854872,AMXM,GD,unload,2023,15,7A,11,7,3,7A,,,,999,F,45,251,2023-04-06 16:23:28
UPDY4460477,JTRC,GD,unload,2023,15,7B,25,6,5,7B,,,,999,F,45,252,2023-04-06 16:24:12
ZOBW5409938,MDHF,TS,change,2023,25,8B,19,7,5,8B,,,,999,F,45,256,2023-04-06 16:24:09
SEZO9375628,GNOR,GD,unload,2023,16,8D,1,7,2,8D,,,,999,F,22,258,2023-04-06 16:22:57
RKDP8904907,SLVN,TS,change,2023,23,7D,9,9,3,7D,,,,999,F,22,254,2023-04-06 16:23:32
BCQG2399429,GNOR,GD,unload,2023,16,8C,5,6,1,8C,,,,999,F,22,257,2023-04-06 16:24:30
SXGG9332171,ZKIE,TS,change,2023,21,8B,19,7,4,8B,,,,999,F,45,256,2023-04-06 16:24:00
CATX1430217,MZPH,VU,load,2023,19,7B,27,0,0,7B,,,,348,F,45,252,2023-04-06 16:27:40
RWZX7813221,MZPH,VU,load,2023,19,7C,25,0,0,7C,,,,310,F,45,253,2023-04-06 16:27:32
LMXL8127118,SKBN,VU,load,2023,23,8A,23,0,0,8A,,,,308,F,45,255,2023-04-06 16:28:34
LWWW4115689,NULK,TS,change,2023,15,8B,19,7,3,8B,,,,999,F,45,256,2023-04-06 16:27:39
NUUJ8827019,SLVN,TS,change,2023,23,7D,9,9,2,7D,,,,999,F,22,254,2023-04-06 16:28:35
KBRA4923513,NULK,TS,change,2023,15,7C,25,6,5,7C,,,,999,F,45,253,2023-04-06 16:26:49
JSUN0884092,SSFG,TS,change,2023,23,8C,12,5,2,8C,,,,999,F,22,257,2023-04-06 16:27:53
QWFQ7921085,ZKIE,GD,unload,2023,21,8D,15,8,3,8D,,,,999,F,22,258,2023-04-06 16:37:08
RFBR4761604,TWYM,TS,change,2023,15,7C,25,6,4,7C,,,,999,F,45,253,2023-04-06 16:33:05
VTEH3041917,UZBS,GD,unload,2023,15,7D,9,9,1,7D,,,,999,F,22,254,2023-04-06 16:29:12
BIOE2323511,SKBN,VU,load,2023,23,8B,17,0,0,8B,,,,351,F,45,256,2023-04-06 16:30:14
CTPC1637215,UGAO,GD,unload,2023,19,7B,19,7,5,7B,,,,999,F,45,252,2023-04-06 16:31:47
RZDR6042967,YOSU,GD,unload,2023,17,7A,31,3,4,7A,,,,999,F,45,251,2023-04-06 16:31:03
LBOV3612684,MGBO,GD,unload,2023,14,8C,12,5,1,8C,,,,999,F,22,257,2023-04-06 16:30:33
ZXQM8166671,RMOD,GD,unload,2023,14,8A,19,9,3,8A,,,,999,F,45,255,2023-04-06 16:31:18
ORQF2483089,RZSG,TS,change,2023,28,8B,13,2,5,8B,,,,999,F,45,256,2023-04-06 16:32:30
YPQK2456489,RZSG,TS,change,2023,29,7D,11,5,4,7D,,,,999,F,22,254,2023-04-06 16:32:37
DSCV3377623,RMOD,GD,unload,2023,14,7C,25,6,3,7C,,,,999,F,45,253,2023-04-06 16:32:43
EGCY2806580,SKBN,VU,load,2023,23,7A,31,0,0,7A,,,,366,F,45,251,2023-04-06 16:34:11
SWQX0354857,TDJI,TS,change,2023,16,8B,13,2,4,8B,,,,999,F,45,256,2023-04-06 16:32:45
JBWT1814262,SKBN,VU,load,2023,23,7B,19,0,0,7B,,,,322,F,45,252,2023-04-06 16:35:19
FSRI2370503,RZSG,TS,change,2023,29,7D,11,6,4,7D,,,,999,F,22,254,2023-04-06 16:35:43
LDIV1923073,NULK,TS,change,2023,15,7D,11,6,3,7D,,,,999,F,22,254,2023-04-06 16:37:23
CXZF3918064,SSFG,GD,unload,2023,23,8A,19,7,3,8A,,,,999,F,45,255,2023-04-06 16:36:22
DRGE7810093,UXAF,TS,change,2023,15,8D,1,8,3,8D,,,,999,F,22,258,2023-04-06 16:36:18
NPRK0159744,YZCI,VU,load,2023,19,7C,29,0,0,7C,,,,352,F,45,253,2023-04-06 16:35:15
CWDU8388624,RMOD,GD,unload,2023,14,8B,13,2,3,8B,,,,999,F,45,256,2023-04-06 16:37:04
FUNR5101988,MZPH,VU,load,2023,19,7B,19,0,0,7B,,,,354,F,45,252,2023-04-06 16:36:20
NIEM7258514,GNOR,TS,change,2023,16,7D,11,6,2,7D,,,,999,F,22,254,2023-04-06 16:38:30
ZPBZ9419068,XQHP,GD,unload,2023,21,8D,1,8,2,8D,,,,999,F,22,258,2023-04-06 16:38:05
EEJM8198858,RMOD,TS,change,2023,14,7A,7,6,3,7A,,,,999,F,45,251,2023-04-06 16:38:59
ZFEM5277787,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,337,F,45,253,2023-04-06 16:37:37
QFKN2928109,YZCI,VU,load,2023,19,8A,21,0,0,8A,,,,307,F,45,255,2023-04-06 16:39:47
XUZS1734742,SKBN,VU,load,2023,23,7B,19,0,0,7B,,,,351,F,45,252,2023-04-06 16:39:44
WMKP6144254,SKBN,VU,load,2023,23,8B,15,0,0,8B,,,,360,F,45,256,2023-04-06 16:40:38
GRGU8755741,NJLM,TS,change,2023,39,7D,33,9,3,7D,,,,999,F,22,258,2023-04-06 16:39:59
OPGI3078231,RZSG,GD,unload,2023,28,7D,11,6,1,7D,,,,999,F,22,254,2023-04-06 16:41:03
QZYB4036663,XQHP,GD,unload,2023,21,7D,33,9,2,7D,,,,999,F,22,258,2023-04-06 16:40:24
CTKZ4670390,MZPH,VU,load,2023,19,7C,29,0,0,7C,,,,303,F,45,253,2023-04-06 16:42:12
SCDA5251872,RMOD,GD,unload,2023,14,7A,7,6,2,7A,,,,999,F,45,251,2023-04-06 16:42:53
RULT1215553,SSFG,TS,change,2023,23,8A,9,8,4,8A,,,,999,F,45,255,2023-04-06 16:43:59
QWXZ7428408,JIAP,GD,unload,2023,23,7B,15,6,3,7B,,,,999,F,45,252,2023-04-06 16:43:25
CGYN1607709,YZCI,VU,load,2023,19,8B,15,0,0,8B,,,,352,F,45,256,2023-04-06 16:48:22
SBXO8536796,IYDE,TS,change,2023,12,7A,13,7,5,7A,,,,999,F,45,251,2023-04-06 16:45:24
XTFZ6657312,RMOD,GD,unload,2023,14,8A,9,8,3,8A,,,,999,F,45,255,2023-04-06 16:45:31
QCXN2606306,MZPH,VU,load,2023,19,7C,29,0,0,7C,,,,370,F,45,253,2023-04-06 16:44:17
QQJH1806690,YOSU,TS,change,2023,17,8B,9,6,5,8B,,,,999,F,45,256,2023-04-06 16:45:14
MLUA4835800,MZPH,VU,load,2023,19,7B,17,0,0,7B,,,,348,F,45,252,2023-04-06 16:47:27
EBKE8340016,UXAF,TS,change,2023,15,8D,18,9,3,8D,,,,999,F,22,258,2023-04-06 16:46:40
LYOZ9037745,YOSU,TS,change,2023,17,7D,32,9,3,7D,,,,999,F,22,254,2023-04-06 16:47:09
VSOY9296451,UXAF,TS,change,2023,15,7A,13,7,4,7A,,,,999,F,45,251,2023-04-06 16:45:42
WYUO8315134,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,350,F,45,253,2023-04-06 16:52:22
SYLV9414559,SKBN,VU,load,2023,23,8A,9,0,0,8A,,,,360,F,45,255,2023-04-06 16:48:47
TNLW5691412,JKPF,GD,unload,2023,17,8B,9,6,4,8B,,,,999,F,45,256,2023-04-06 16:47:57
OMIR3571071,NULK,GD,unload,2023,15,8D,18,9,2,8D,,,,999,F,22,258,2023-04-06 16:48:17
HXXI0760120,YOSU,TS,change,2023,17,8C,15,7,3,8C,,,,999,F,22,257,2023-04-06 16:49:25
ZVEK0794515,UXAF,TS,change,2023,15,7A,13,7,3,7A,,,,999,F,45,251,2023-04-06 16:49:41
JGVS6698701,SKBN,VU,load,2023,23,7C,29,0,0,7C,,,,337,F,45,253,2023-04-06 16:51:57
KYYQ8880643,JKPF,TS,change,2023,16,8B,9,8,4,8B,,,,999,F,45,256,2023-04-06 16:52:08
VWEV2314768,YZCI,VU,load,2023,19,7B,15,0,0,7B,,,,307,F,45,252,2023-04-06 16:52:30
OKXT9312630,JNPN,GD,unload,2023,12,7D,32,9,2,7D,,,,999,F,22,254,2023-04-06 16:50:47
ZGND3236857,SKBN,VU,load,2023,23,8A,9,0,0,8A,,,,351,F,45,255,2023-04-06 16:49:28
DXOB2331870,XRIQ,TS,change,2023,19,7C,25,8,5,7C,,,,999,F,45,253,2023-04-06 16:55:10
XJYN8420064,JTRC,GD,unload,2023,15,7A,13,7,2,7A,,,,999,F,45,251,2023-04-06 16:53:31
FGSM4330045,YZCI,VU,load,2023,19,8B,9,0,0,8B,,,,312,F,45,256,2023-04-06 16:52:37
MTMN6876872,YOSU,GD,unload,2023,17,8D,30,9,2,8D,,,,999,F,22,258,2023-04-06 16:52:31
GQFF6355083,ZPLO,TS,change,2023,21,8C,15,1,2,8C,,,,999,F,22,257,2023-04-06 16:53:17
